4.000000000000000000e+00,1.225374197822799216e+00
9.000000000000000000e+00,1.226045890124173310e+00
1.400000000000000000e+01,1.227890304483497452e+00
1.900000000000000000e+01,1.229088135373189727e+00
2.400000000000000000e+01,1.230499434504434664e+00
2.900000000000000000e+01,1.232294755394506280e+00
3.400000000000000000e+01,1.234824810080724644e+00
3.900000000000000000e+01,1.239048449390372175e+00
4.400000000000000000e+01,1.244282540831632922e+00
4.900000000000000000e+01,1.252737810175338140e+00
5.400000000000000000e+01,1.260889346391751431e+00
5.900000000000000000e+01,1.273507791362273434e+00
6.400000000000000000e+01,1.293666703882726976e+00
6.900000000000000000e+01,1.310992123816538957e+00
7.400000000000000000e+01,1.332663796011956059e+00
7.900000000000000000e+01,1.355079735701696597e+00
8.400000000000000000e+01,1.385218205185763329e+00
8.900000000000000000e+01,1.414977113276255860e+00
9.400000000000000000e+01,1.460732423087645948e+00
9.900000000000000000e+01,1.503075918180432735e+00
1.040000000000000000e+02,1.548715433034251854e+00
1.090000000000000000e+02,1.598651521840683598e+00
1.140000000000000000e+02,1.649130202286867464e+00
1.190000000000000000e+02,1.702260529311707682e+00
1.240000000000000000e+02,1.761042297998116180e+00
1.290000000000000000e+02,1.821949015635315750e+00
1.340000000000000000e+02,1.891255798325017778e+00
1.390000000000000000e+02,1.959447720776009483e+00
1.440000000000000000e+02,2.027139564065377986e+00
1.490000000000000000e+02,2.102258870246572542e+00
1.540000000000000000e+02,2.173952148037068710e+00
1.590000000000000000e+02,2.248027770906896539e+00
1.640000000000000000e+02,2.323296857561633733e+00
1.690000000000000000e+02,2.407942275900639917e+00
1.740000000000000000e+02,2.483255847947913431e+00
1.790000000000000000e+02,2.565157643185064007e+00
1.840000000000000000e+02,2.652606617533185940e+00
1.890000000000000000e+02,2.732327750941904831e+00
1.940000000000000000e+02,2.823885876349472746e+00
1.990000000000000000e+02,2.928740340387603780e+00
