4.000000000000000000e+00,1.858733990994603236e+00
9.000000000000000000e+00,1.859703979940799057e+00
1.400000000000000000e+01,1.860909554919138342e+00
1.900000000000000000e+01,1.863617151182079379e+00
2.400000000000000000e+01,1.867088619716471110e+00
2.900000000000000000e+01,1.870692833170739977e+00
3.400000000000000000e+01,1.876178324570894063e+00
3.900000000000000000e+01,1.884770196351452709e+00
4.400000000000000000e+01,1.896977518452112932e+00
4.900000000000000000e+01,1.908727177711612821e+00
5.400000000000000000e+01,1.925716016861173330e+00
5.900000000000000000e+01,1.946783619780936281e+00
6.400000000000000000e+01,1.969763687815108577e+00
6.900000000000000000e+01,1.997853807259517556e+00
7.400000000000000000e+01,2.027349720621811624e+00
7.900000000000000000e+01,2.063098237954132941e+00
8.400000000000000000e+01,2.102478156295538803e+00
8.900000000000000000e+01,2.145632932490495914e+00
9.400000000000000000e+01,2.196471088758765511e+00
9.900000000000000000e+01,2.248485920616875688e+00
1.040000000000000000e+02,2.302882810314867523e+00
1.090000000000000000e+02,2.360822118261372893e+00
1.140000000000000000e+02,2.424938309075384879e+00
1.190000000000000000e+02,2.495431243763836182e+00
1.240000000000000000e+02,2.562845869734241333e+00
1.290000000000000000e+02,2.629082316026404076e+00
1.340000000000000000e+02,2.706864307087491373e+00
1.390000000000000000e+02,2.778415448268650945e+00
1.440000000000000000e+02,2.861029435140669985e+00
1.490000000000000000e+02,2.941095244311805690e+00
1.540000000000000000e+02,3.026502527352266991e+00
1.590000000000000000e+02,3.115027770393014261e+00
1.640000000000000000e+02,3.210243146287512506e+00
1.690000000000000000e+02,3.303300289849234961e+00
1.740000000000000000e+02,3.394934715534493108e+00
1.790000000000000000e+02,3.491498405664386517e+00
1.840000000000000000e+02,3.589506936008171500e+00
1.890000000000000000e+02,3.689259785986316764e+00
1.940000000000000000e+02,3.793803349378319645e+00
1.990000000000000000e+02,3.904522938481601813e+00
